DateTime,Bridge_Type,Bridge_Name,Ships_per_day,ship_present,Closure_min,vehicle_flow_veh_hr,delay_min_per_vehicle,period_of_day,rush_hour
2026-11-13 02:25,Swing,El Ferdan,2,YES,37,3332,0.022,Night,NO
2026-11-14 11:46,Floating,Martyr-El-Sayed,0,NO,0,3199,0.0,Morning,NO
2026-11-15 09:55,Floating,Martyr-Abul-Makarem,0,NO,0,3250,0.0,Morning,NO
2026-11-16 21:54,Floating,Martyr-Abul-Makarem,3,YES,59,3531,0.005,Night,NO
2026-11-17 20:35,Pontoon,Ahmed-el-Mansy,0,NO,0,3146,0.0,Evening,NO
2026-11-18 07:33,Swing,El Ferdan,3,YES,52,3846,0.022,Morning,YES
2026-11-19 04:18,Swing,El Ferdan,2,YES,32,3578,0.021,Night,NO
2026-11-20 21:14,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3108,0.0,Night,NO
2026-11-21 17:49,Pontoon,Taha-Zaki-Abdullah,1,YES,22,4080,0.009,Evening,YES
2026-11-22 23:17,Floating,Martyr-Abul-Makarem,0,NO,0,3690,0.0,Night,NO
2026-11-23 05:13,Floating,Martyr-El-Sayed,1,YES,20,3010,0.017,Morning,NO
2026-11-24 20:54,Floating,Martyr-Abul-Makarem,3,YES,51,3135,0.029,Rush Hour,NO
2026-11-25 17:38,Swing,El Ferdan,3,YES,54,3180,0.013,Evening,YES
2026-11-26 03:10,Floating,Martyr-El-Sayed,0,NO,0,3026,0.0,Night,NO
2026-11-27 09:40,Floating,Martyr-Abul-Makarem,1,YES,17,3167,0.03,Morning,NO
2026-11-28 15:00,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3537,0.0,Afternoon,NO
2026-11-29 22:20,Swing,El Ferdan,0,NO,0,2908,0.0,Night,NO
2026-11-30 12:16,Floating,Martyr-Abul-Makarem,0,NO,0,3414,0.0,Afternoon,NO
2026-12-01 21:22,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3238,0.0,Night,NO
2026-12-02 16:01,Swing,El Ferdan,3,YES,48,3363,0.017,Afternoon,NO
2026-12-03 19:37,Pontoon,Ahmed-el-Mansy,2,YES,39,3392,0.007,Rush Hour,NO
2026-12-04 11:29,Pontoon,Taha-Zaki-Abdullah,1,YES,20,3302,0.024,Morning,NO
2026-12-05 19:59,Floating,Martyr-El-Sayed,0,NO,0,3211,0.0,Evening,NO
2026-12-06 07:49,Floating,Martyr-El-Sayed,1,YES,16,3466,0.025,Morning,YES
2026-12-07 06:03,Floating,Martyr-El-Sayed,0,NO,0,3126,0.0,Morning,NO
2026-12-08 22:52,Swing,El Ferdan,0,NO,0,3215,0.0,Night,NO
2026-12-09 10:16,Floating,Martyr-El-Sayed,1,YES,18,3610,0.029,Daytime,NO
2026-12-10 17:08,Swing,El Ferdan,6,YES,102,3138,0.026,Rush Hour,NO
2026-12-11 10:35,Swing,El Ferdan,2,YES,28,3470,0.027,Daytime,NO
2026-12-12 12:33,Pontoon,Taha-Zaki-Abdullah,1,YES,17,3510,0.023,Afternoon,NO
2026-12-13 09:31,Swing,El Ferdan,1,YES,23,3417,0.017,Morning,NO
2026-12-14 07:19,Floating,Martyr-El-Sayed,1,YES,17,2989,0.023,Morning,YES
2026-12-15 14:30,Floating,Martyr-Abul-Makarem,2,YES,33,3306,0.024,Afternoon,NO
2026-12-16 10:27,Floating,Martyr-El-Sayed,1,YES,19,3409,0.019,Morning,NO
2026-12-17 20:38,Pontoon,Ahmed-el-Mansy,2,YES,40,3246,0.024,Evening,NO
2026-12-18 07:08,Swing,El Ferdan,1,YES,16,3295,0.049,Morning,YES
2026-12-19 12:01,Floating,Martyr-El-Sayed,2,YES,33,3035,0.017,Afternoon,NO
2026-12-20 23:36,Floating,Martyr-El-Sayed,1,YES,19,3286,0.023,Night,NO
2026-12-21 20:33,Floating,Martyr-Abul-Makarem,1,YES,19,2946,0.003,Evening,NO
2026-12-22 12:52,Pontoon,Ahmed-el-Mansy,1,YES,16,2837,0.007,Afternoon,NO
2026-12-23 01:06,Pontoon,Ahmed-el-Mansy,0,NO,0,3607,0.0,Night,NO
2026-12-24 20:49,Pontoon,Ahmed-el-Mansy,1,YES,16,3250,0.017,Rush Hour,NO
2026-12-25 18:47,Pontoon,Ahmed-el-Mansy,2,YES,42,3341,0.007,Rush Hour,YES
2026-12-26 11:24,Floating,Martyr-Abul-Makarem,1,YES,16,3148,0.018,Morning,NO
2026-12-27 04:40,Floating,Martyr-El-Sayed,3,YES,55,3188,0.041,Night,NO
2026-12-28 22:07,Pontoon,Taha-Zaki-Abdullah,3,YES,58,3067,0.011,Night,NO
2026-12-29 08:55,Floating,Martyr-Abul-Makarem,4,YES,78,2931,0.025,Morning,YES
2026-12-30 01:31,Pontoon,Ahmed-el-Mansy,1,YES,18,3331,0.005,Night,NO
2026-12-31 04:09,Floating,Martyr-Abul-Makarem,1,YES,20,2986,-0.004,Night,NO
2027-01-01 16:24,Floating,Martyr-Abul-Makarem,0,NO,0,3036,0.0,Afternoon,NO
2027-01-02 13:38,Swing,El Ferdan,1,YES,14,3653,0.029,Afternoon,NO
2027-01-03 03:51,Pontoon,Taha-Zaki-Abdullah,1,YES,19,3083,0.02,Night,NO
2027-01-04 09:47,Floating,Martyr-El-Sayed,2,YES,37,3186,0.042,Morning,NO
2027-01-05 07:14,Swing,El Ferdan,2,YES,40,3464,0.041,Morning,NO
2027-01-06 05:31,Floating,Martyr-Abul-Makarem,2,YES,39,2916,0.019,Daytime,NO
2027-01-07 16:58,Pontoon,Taha-Zaki-Abdullah,3,YES,56,2997,0.014,Afternoon,NO
2027-01-08 14:08,Floating,Martyr-El-Sayed,4,YES,69,3640,0.011,Afternoon,NO
2027-01-09 19:21,Floating,Martyr-Abul-Makarem,0,NO,0,2747,0.0,Rush Hour,NO
2027-01-10 19:04,Swing,El Ferdan,2,YES,36,3838,0.01,Evening,NO
2027-01-11 21:22,Swing,El Ferdan,2,YES,41,3131,0.029,Night,NO
2027-01-12 16:35,Floating,Martyr-El-Sayed,3,YES,59,3489,0.031,Afternoon,NO
2027-01-13 18:46,Floating,Martyr-El-Sayed,0,NO,0,3241,0.0,Evening,NO
2027-01-14 06:45,Swing,El Ferdan,2,YES,31,3258,0.019,Morning,NO
2027-01-15 12:22,Floating,Martyr-Abul-Makarem,1,YES,20,3377,0.002,Afternoon,NO
2027-01-16 12:30,Floating,Martyr-El-Sayed,0,NO,0,3757,0.0,Afternoon,NO
2027-01-17 03:10,Pontoon,Taha-Zaki-Abdullah,1,YES,21,3127,0.027,Night,NO
2027-01-18 10:38,Floating,Martyr-El-Sayed,1,YES,18,2723,0.023,Morning,NO
2027-01-19 10:32,Swing,El Ferdan,2,YES,41,3098,0.018,Daytime,NO
2027-01-20 20:16,Pontoon,Taha-Zaki-Abdullah,0,NO,0,2867,0.0,Evening,NO
2027-01-21 19:20,Pontoon,Taha-Zaki-Abdullah,1,YES,22,2872,0.019,Rush Hour,NO
2027-01-22 13:15,Pontoon,Ahmed-el-Mansy,3,YES,45,3628,0.007,Afternoon,NO
2027-01-23 12:26,Swing,El Ferdan,3,YES,50,3294,0.026,Afternoon,NO
2027-01-24 22:19,Floating,Martyr-Abul-Makarem,0,NO,0,3868,0.0,Night,NO
2027-01-25 05:35,Pontoon,Ahmed-el-Mansy,1,YES,17,2996,0.026,Morning,NO
2027-01-26 18:23,Pontoon,Taha-Zaki-Abdullah,2,YES,37,3078,0.032,Rush Hour,YES
2027-01-27 08:57,Swing,El Ferdan,2,YES,40,3241,0.033,Morning,NO
2027-01-28 19:27,Floating,Martyr-El-Sayed,0,NO,0,3157,0.0,Evening,NO
2027-01-29 01:39,Pontoon,Ahmed-el-Mansy,0,NO,0,3098,0.0,Night,NO
2027-01-30 09:04,Floating,Martyr-Abul-Makarem,1,YES,21,3056,0.029,Daytime,NO
2027-01-31 19:17,Swing,El Ferdan,2,YES,29,3467,0.038,Evening,NO
2027-02-01 18:34,Floating,Martyr-Abul-Makarem,2,YES,36,3431,0.012,Evening,YES
2027-02-02 09:31,Floating,Martyr-El-Sayed,1,YES,22,3722,0.021,Morning,NO
2027-02-03 01:45,Swing,El Ferdan,1,YES,20,3242,-0.003,Night,NO
2027-02-04 17:11,Floating,Martyr-El-Sayed,0,NO,0,3574,0.0,Evening,YES
2027-02-05 04:15,Swing,El Ferdan,0,NO,0,3359,0.0,Night,NO
2027-02-06 00:01,Pontoon,Ahmed-el-Mansy,1,YES,17,2913,0.019,Night,NO
2027-02-07 08:27,Floating,Martyr-Abul-Makarem,2,YES,41,2725,0.034,Daytime,YES
2027-02-08 16:32,Floating,Martyr-Abul-Makarem,1,YES,18,3386,0.042,Afternoon,NO
2027-02-09 07:25,Pontoon,Ahmed-el-Mansy,0,NO,0,3350,0.0,Morning,NO
2027-02-10 07:37,Floating,Martyr-El-Sayed,0,NO,0,3489,0.0,Morning,NO
2027-02-11 20:00,Pontoon,Ahmed-el-Mansy,0,NO,0,3659,0.0,Rush Hour,NO
2027-02-12 13:47,Swing,El Ferdan,2,YES,28,2707,0.019,Afternoon,NO
2027-02-13 15:44,Floating,Martyr-Abul-Makarem,2,YES,40,3628,0.027,Afternoon,NO
2027-02-14 01:36,Swing,El Ferdan,4,YES,73,3447,0.007,Night,NO
2027-02-15 15:49,Pontoon,Taha-Zaki-Abdullah,1,YES,15,2990,0.018,Afternoon,NO
2027-02-16 10:19,Pontoon,Ahmed-el-Mansy,1,YES,11,3280,0.02,Morning,NO
2027-02-17 10:15,Swing,El Ferdan,0,NO,0,3469,0.0,Daytime,NO
2027-02-18 18:30,Floating,Martyr-El-Sayed,1,YES,16,2999,0.015,Rush Hour,YES
2027-02-19 21:33,Floating,Martyr-Abul-Makarem,0,NO,0,3164,0.0,Night,NO
2027-02-20 07:57,Pontoon,Ahmed-el-Mansy,1,YES,16,3231,0.031,Morning,YES
2027-02-21 19:46,Floating,Martyr-El-Sayed,0,NO,0,3237,0.0,Rush Hour,NO
2027-02-22 17:29,Swing,El Ferdan,0,NO,0,3064,0.0,Evening,YES
2027-02-23 21:16,Pontoon,Ahmed-el-Mansy,1,YES,19,3040,0.01,Night,NO
2027-02-24 07:03,Floating,Martyr-Abul-Makarem,2,YES,42,3441,0.027,Morning,YES
2027-02-25 06:27,Floating,Martyr-El-Sayed,0,NO,0,3239,0.0,Morning,NO
2027-02-26 20:01,Floating,Martyr-El-Sayed,1,YES,21,3954,0.013,Rush Hour,NO
2027-02-27 12:58,Floating,Martyr-El-Sayed,0,NO,0,3549,0.0,Afternoon,NO
2027-02-28 13:15,Floating,Martyr-Abul-Makarem,3,YES,51,3540,0.013,Afternoon,NO
2027-03-01 14:06,Pontoon,Ahmed-el-Mansy,0,NO,0,3810,0.0,Afternoon,NO
2027-03-02 21:43,Floating,Martyr-Abul-Makarem,0,NO,0,2794,0.0,Night,NO
2027-03-03 23:56,Floating,Martyr-Abul-Makarem,0,NO,0,3470,0.0,Night,NO
2027-03-04 13:08,Floating,Martyr-El-Sayed,2,YES,38,3353,0.022,Afternoon,NO
2027-03-05 02:37,Pontoon,Ahmed-el-Mansy,2,YES,40,3437,0.024,Night,NO
2027-03-06 04:54,Pontoon,Ahmed-el-Mansy,0,NO,0,3359,0.0,Night,NO
2027-03-07 22:22,Floating,Martyr-Abul-Makarem,1,YES,17,3056,0.033,Night,NO
2027-03-08 18:08,Pontoon,Taha-Zaki-Abdullah,1,YES,15,3143,0.026,Evening,YES
2027-03-09 11:17,Pontoon,Ahmed-el-Mansy,0,NO,0,3125,0.0,Morning,NO
2027-03-10 10:08,Floating,Martyr-El-Sayed,3,YES,50,3564,-0.002,Morning,NO
2027-03-11 00:01,Swing,El Ferdan,1,YES,24,2966,0.009,Night,NO
2027-03-12 01:26,Floating,Martyr-El-Sayed,0,NO,0,2956,0.0,Night,NO
2027-03-13 03:13,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3339,0.0,Night,NO
2027-03-14 00:48,Floating,Martyr-El-Sayed,1,YES,17,3701,0.028,Night,NO
2027-03-15 14:09,Swing,El Ferdan,4,YES,70,3205,-0.001,Afternoon,NO
2027-03-16 09:47,Pontoon,Taha-Zaki-Abdullah,2,YES,37,3261,0.02,Morning,NO
2027-03-17 12:39,Pontoon,Ahmed-el-Mansy,2,YES,32,3345,0.02,Afternoon,NO
2027-03-18 06:22,Floating,Martyr-El-Sayed,2,YES,44,3678,0.008,Morning,NO
2027-03-19 18:32,Pontoon,Ahmed-el-Mansy,2,YES,40,2671,0.018,Evening,YES
2027-03-20 22:50,Swing,El Ferdan,2,YES,43,3086,0.014,Night,NO
2027-03-21 03:41,Pontoon,Taha-Zaki-Abdullah,1,YES,20,3464,0.019,Night,NO
2027-03-22 16:05,Floating,Martyr-El-Sayed,1,YES,20,3488,0.014,Afternoon,NO
2027-03-23 04:50,Floating,Martyr-El-Sayed,3,YES,46,3120,0.026,Night,NO
2027-03-24 01:56,Pontoon,Taha-Zaki-Abdullah,1,YES,22,3850,0.012,Night,NO
2027-03-25 21:27,Pontoon,Taha-Zaki-Abdullah,1,YES,18,3433,0.012,Night,NO
2027-03-26 08:58,Pontoon,Ahmed-el-Mansy,1,YES,19,3505,0.018,Morning,NO
2027-03-27 06:14,Floating,Martyr-El-Sayed,0,NO,0,3060,0.0,Daytime,NO
2027-03-28 13:21,Floating,Martyr-Abul-Makarem,0,NO,0,3061,0.0,Afternoon,NO
2027-03-29 14:25,Pontoon,Taha-Zaki-Abdullah,1,YES,20,2939,0.016,Afternoon,NO
2027-03-30 13:46,Floating,Martyr-El-Sayed,0,NO,0,3280,0.0,Afternoon,NO
2027-03-31 06:41,Floating,Martyr-El-Sayed,1,YES,19,3149,0.013,Morning,NO
2027-04-01 00:36,Swing,El Ferdan,2,YES,35,3244,0.009,Night,NO
2027-04-02 09:02,Swing,El Ferdan,3,YES,59,3213,0.017,Morning,NO
2027-04-03 16:49,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3404,0.0,Afternoon,NO
2027-04-04 22:19,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3353,0.0,Night,NO
2027-04-05 23:23,Swing,El Ferdan,2,YES,29,3065,0.023,Night,NO
2027-04-06 08:58,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3258,0.0,Morning,YES
2027-04-07 16:44,Floating,Martyr-Abul-Makarem,0,NO,0,2762,0.0,Afternoon,NO
2027-04-08 10:47,Floating,Martyr-Abul-Makarem,0,NO,0,3317,0.0,Morning,NO
2027-04-09 21:54,Floating,Martyr-El-Sayed,0,NO,0,3506,0.0,Night,NO
2027-04-10 10:36,Floating,Martyr-El-Sayed,1,YES,26,3180,0.022,Morning,NO
2027-04-11 10:41,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3265,0.0,Morning,NO
2027-04-12 18:06,Swing,El Ferdan,4,YES,71,3664,0.037,Evening,YES
2027-04-13 05:42,Swing,El Ferdan,1,YES,14,4047,0.016,Morning,NO
2027-04-14 23:54,Swing,El Ferdan,1,YES,24,3232,0.032,Night,NO
2027-04-15 19:02,Pontoon,Taha-Zaki-Abdullah,1,YES,18,3409,0.007,Evening,NO
2027-04-16 14:16,Pontoon,Ahmed-el-Mansy,1,YES,14,2837,0.019,Afternoon,NO
2027-04-17 11:00,Floating,Martyr-Abul-Makarem,0,NO,0,3269,0.0,Morning,NO
2027-04-18 03:48,Floating,Martyr-El-Sayed,1,YES,22,3485,0.005,Night,NO
2027-04-19 20:25,Swing,El Ferdan,1,YES,17,3226,0.021,Rush Hour,NO
2027-04-20 16:56,Floating,Martyr-Abul-Makarem,0,NO,0,2815,0.0,Afternoon,NO
2027-04-21 16:11,Floating,Martyr-Abul-Makarem,1,YES,21,3261,0.029,Afternoon,NO
2027-04-22 12:51,Floating,Martyr-El-Sayed,0,NO,0,2912,0.0,Afternoon,NO
2027-04-23 17:51,Floating,Martyr-El-Sayed,1,YES,19,3302,0.02,Rush Hour,YES
2027-04-24 21:44,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3018,0.0,Night,NO
2027-04-25 20:06,Swing,El Ferdan,3,YES,53,3215,0.025,Rush Hour,NO
2027-04-26 00:07,Pontoon,Ahmed-el-Mansy,2,YES,33,2653,0.016,Night,NO
2027-04-27 08:41,Floating,Martyr-Abul-Makarem,4,YES,68,3177,0.021,Morning,YES
2027-04-28 19:07,Floating,Martyr-El-Sayed,2,YES,34,3175,0.01,Evening,NO
2027-04-29 23:35,Swing,El Ferdan,2,YES,48,3430,0.025,Night,NO
2027-04-30 06:32,Pontoon,Taha-Zaki-Abdullah,1,YES,17,3337,0.006,Daytime,NO
2027-05-01 19:32,Floating,Martyr-Abul-Makarem,1,YES,15,3299,0.036,Evening,NO
2027-05-02 22:04,Floating,Martyr-Abul-Makarem,1,YES,18,2980,0.031,Night,NO
2027-05-03 17:52,Swing,El Ferdan,4,YES,77,3137,0.025,Rush Hour,NO
2027-05-04 00:56,Floating,Martyr-El-Sayed,0,NO,0,3164,0.0,Night,NO
2027-05-05 06:26,Pontoon,Ahmed-el-Mansy,0,NO,0,3552,0.0,Daytime,NO
2027-05-06 02:22,Floating,Martyr-El-Sayed,1,YES,18,3125,0.003,Night,NO
2027-05-07 21:16,Pontoon,Ahmed-el-Mansy,1,YES,19,3534,0.012,Night,NO
2027-05-08 20:12,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3389,0.0,Rush Hour,NO
2027-05-09 04:16,Swing,El Ferdan,1,YES,20,3403,0.011,Night,NO
2027-05-10 14:45,Floating,Martyr-Abul-Makarem,3,YES,53,3880,-0.002,Afternoon,NO
2027-05-11 10:48,Pontoon,Ahmed-el-Mansy,0,NO,0,3147,0.0,Morning,NO
2027-05-12 14:32,Swing,El Ferdan,3,YES,53,3102,0.013,Afternoon,NO
2027-05-13 21:03,Floating,Martyr-Abul-Makarem,0,NO,0,3168,0.0,Night,NO
2027-05-14 22:59,Floating,Martyr-El-Sayed,0,NO,0,3209,0.0,Night,NO
2027-05-15 12:50,Floating,Martyr-El-Sayed,1,YES,18,2964,0.019,Afternoon,NO
2027-05-16 16:54,Floating,Martyr-Abul-Makarem,1,YES,20,3318,0.012,Afternoon,NO
2027-05-17 15:43,Pontoon,Taha-Zaki-Abdullah,0,NO,0,2967,0.0,Afternoon,NO
2027-05-18 19:43,Pontoon,Taha-Zaki-Abdullah,0,NO,0,2963,0.0,Rush Hour,NO
2027-05-19 08:27,Swing,El Ferdan,5,YES,91,3381,0.014,Morning,YES
2027-05-20 04:57,Floating,Martyr-Abul-Makarem,0,NO,0,3576,0.0,Night,NO
2027-05-21 02:44,Pontoon,Taha-Zaki-Abdullah,2,YES,35,3018,0.004,Night,NO
2027-05-22 12:20,Swing,El Ferdan,3,YES,51,3500,0.011,Afternoon,NO
2027-05-23 09:12,Pontoon,Ahmed-el-Mansy,1,YES,13,3790,0.003,Morning,NO
2027-05-24 04:58,Pontoon,Ahmed-el-Mansy,0,NO,0,3614,0.0,Night,NO
2027-05-25 17:16,Floating,Martyr-El-Sayed,3,YES,50,3135,0.006,Evening,YES
2027-05-26 00:02,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3009,0.0,Night,NO
2027-05-27 12:34,Floating,Martyr-Abul-Makarem,3,YES,59,3237,-0.0,Afternoon,NO
2027-05-28 15:54,Pontoon,Taha-Zaki-Abdullah,1,YES,19,3262,0.016,Afternoon,NO
2027-05-29 11:09,Floating,Martyr-El-Sayed,0,NO,0,2838,0.0,Daytime,NO
2027-05-30 10:06,Swing,El Ferdan,1,YES,13,2809,0.018,Morning,NO
2027-05-31 10:25,Swing,El Ferdan,5,YES,92,3538,0.017,Morning,NO
2027-06-01 20:51,Floating,Martyr-Abul-Makarem,0,NO,0,3368,0.0,Rush Hour,NO
2027-06-02 11:00,Floating,Martyr-Abul-Makarem,1,YES,15,3423,0.028,Morning,NO
2027-06-03 06:00,Swing,El Ferdan,1,YES,15,3780,0.005,Morning,NO
2027-06-04 19:54,Floating,Martyr-Abul-Makarem,0,NO,0,2819,0.0,Rush Hour,NO
2027-06-05 07:32,Pontoon,Ahmed-el-Mansy,1,YES,20,3079,0.016,Morning,YES
2027-06-06 15:23,Floating,Martyr-El-Sayed,0,NO,0,3428,0.0,Afternoon,NO
2027-06-07 23:43,Pontoon,Taha-Zaki-Abdullah,3,YES,55,3272,0.028,Night,NO
2027-06-08 06:29,Floating,Martyr-Abul-Makarem,1,YES,17,3226,0.014,Daytime,NO
2027-06-09 18:52,Floating,Martyr-Abul-Makarem,0,NO,0,3523,0.0,Rush Hour,YES
2027-06-10 09:12,Pontoon,Taha-Zaki-Abdullah,0,NO,0,2943,0.0,Morning,NO
2027-06-11 09:12,Pontoon,Taha-Zaki-Abdullah,2,YES,33,2909,0.012,Morning,NO
2027-06-12 17:19,Swing,El Ferdan,2,YES,39,3640,0.01,Evening,YES
2027-06-13 13:03,Swing,El Ferdan,3,YES,58,3620,0.016,Afternoon,NO
2027-06-14 08:51,Floating,Martyr-Abul-Makarem,1,YES,17,3088,0.031,Morning,NO
2027-06-15 20:45,Floating,Martyr-Abul-Makarem,3,YES,50,3206,0.017,Rush Hour,NO
2027-06-16 12:27,Swing,El Ferdan,2,YES,34,2945,0.015,Afternoon,NO
2027-06-17 22:33,Floating,Martyr-Abul-Makarem,2,YES,37,3667,0.034,Night,NO
2027-06-18 22:58,Swing,El Ferdan,3,YES,57,3055,0.006,Night,NO
2027-06-19 05:25,Floating,Martyr-Abul-Makarem,2,YES,37,3067,0.025,Daytime,NO
2027-06-20 09:50,Swing,El Ferdan,4,YES,65,3285,0.005,Morning,NO
2027-06-21 10:38,Swing,El Ferdan,0,NO,0,3215,0.0,Morning,NO
2027-06-22 03:50,Floating,Martyr-El-Sayed,2,YES,40,3057,0.002,Night,NO
2027-06-23 09:41,Pontoon,Taha-Zaki-Abdullah,1,YES,19,3181,0.021,Daytime,NO
2027-06-24 07:58,Floating,Martyr-Abul-Makarem,0,NO,0,3005,0.0,Daytime,YES
2027-06-25 20:18,Floating,Martyr-El-Sayed,3,YES,60,3032,0.016,Evening,NO
2027-06-26 14:54,Swing,El Ferdan,0,NO,0,3048,0.0,Afternoon,NO
2027-06-27 11:32,Swing,El Ferdan,2,YES,38,2920,0.014,Morning,NO
2027-06-28 23:12,Pontoon,Taha-Zaki-Abdullah,1,YES,23,3672,0.011,Night,NO
2027-06-29 00:24,Floating,Martyr-El-Sayed,4,YES,70,3049,0.023,Night,NO
2027-06-30 14:21,Floating,Martyr-Abul-Makarem,1,YES,22,3181,0.02,Afternoon,NO
2027-07-01 04:03,Floating,Martyr-El-Sayed,0,NO,0,3605,0.0,Night,NO
2027-07-02 01:12,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3166,0.0,Night,NO
2027-07-03 02:51,Pontoon,Ahmed-el-Mansy,2,YES,32,3246,0.004,Night,NO
2027-07-04 11:47,Pontoon,Ahmed-el-Mansy,2,YES,28,3245,0.008,Morning,NO
2027-07-05 16:08,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3139,0.0,Afternoon,NO
2027-07-06 17:50,Floating,Martyr-Abul-Makarem,0,NO,0,3335,0.0,Evening,YES
2027-07-07 19:49,Pontoon,Ahmed-el-Mansy,0,NO,0,3423,0.0,Rush Hour,NO
2027-07-08 02:39,Floating,Martyr-El-Sayed,0,NO,0,3244,0.0,Night,NO
2027-07-09 21:46,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3091,0.0,Night,NO
2027-07-10 18:15,Floating,Martyr-Abul-Makarem,1,YES,13,3719,0.02,Evening,YES
2027-07-11 06:24,Swing,El Ferdan,1,YES,18,3286,0.017,Daytime,NO
2027-07-12 05:04,Pontoon,Taha-Zaki-Abdullah,2,YES,38,3692,0.014,Morning,NO
2027-07-13 15:54,Floating,Martyr-El-Sayed,1,YES,17,3297,0.03,Afternoon,NO
2027-07-14 05:18,Floating,Martyr-Abul-Makarem,3,YES,64,3037,0.019,Morning,NO
2027-07-15 14:17,Floating,Martyr-Abul-Makarem,0,NO,0,3166,0.0,Afternoon,NO
2027-07-16 23:34,Floating,Martyr-Abul-Makarem,2,YES,38,3247,0.01,Night,NO
2027-07-17 06:44,Floating,Martyr-Abul-Makarem,1,YES,18,3043,0.028,Morning,NO
2027-07-18 21:41,Pontoon,Taha-Zaki-Abdullah,1,YES,19,3326,-0.003,Night,NO
2027-07-19 11:46,Floating,Martyr-Abul-Makarem,1,YES,23,3373,0.002,Morning,NO
2027-07-20 14:05,Floating,Martyr-Abul-Makarem,1,YES,18,2726,0.016,Afternoon,NO
2027-07-21 19:46,Floating,Martyr-Abul-Makarem,0,NO,0,2956,0.0,Evening,NO
2027-07-22 13:32,Swing,El Ferdan,2,YES,40,2869,0.036,Afternoon,NO
2027-07-23 07:28,Pontoon,Taha-Zaki-Abdullah,2,YES,40,2437,0.02,Daytime,NO
2027-07-24 21:32,Floating,Martyr-El-Sayed,2,YES,36,3297,0.021,Night,NO
2027-07-25 06:07,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3460,0.0,Morning,NO
2027-07-26 00:06,Swing,El Ferdan,1,YES,13,3482,0.019,Night,NO
2027-07-27 20:50,Floating,Martyr-El-Sayed,0,NO,0,3204,0.0,Evening,NO
2027-07-28 20:17,Floating,Martyr-Abul-Makarem,1,YES,18,3175,0.007,Evening,NO
2027-07-29 08:26,Pontoon,Ahmed-el-Mansy,1,YES,14,2817,0.004,Morning,NO
2027-07-30 13:03,Pontoon,Taha-Zaki-Abdullah,3,YES,47,3100,0.031,Afternoon,NO
2027-07-31 11:47,Pontoon,Taha-Zaki-Abdullah,1,YES,16,3109,0.021,Daytime,NO
2027-08-01 08:52,Pontoon,Ahmed-el-Mansy,2,YES,33,3132,0.004,Daytime,NO
2027-08-02 20:05,Floating,Martyr-Abul-Makarem,0,NO,0,2866,0.0,Evening,NO
2027-08-03 17:18,Floating,Martyr-Abul-Makarem,1,YES,12,2534,0.024,Rush Hour,YES
2027-08-04 02:37,Pontoon,Ahmed-el-Mansy,2,YES,27,3249,0.017,Night,NO
2027-08-05 09:07,Pontoon,Ahmed-el-Mansy,0,NO,0,3185,0.0,Morning,NO
2027-08-06 09:19,Swing,El Ferdan,1,YES,18,3610,0.017,Morning,NO
2027-08-07 06:07,Floating,Martyr-Abul-Makarem,1,YES,17,3442,0.018,Daytime,NO
2027-08-08 23:12,Pontoon,Taha-Zaki-Abdullah,1,YES,24,3294,0.025,Night,NO
2027-08-09 20:10,Pontoon,Ahmed-el-Mansy,1,YES,17,3757,-0.007,Evening,NO
2027-08-10 12:01,Floating,Martyr-Abul-Makarem,0,NO,0,2941,0.0,Afternoon,NO
2027-08-11 18:27,Floating,Martyr-El-Sayed,0,NO,0,2912,0.0,Evening,NO
2027-08-12 09:18,Pontoon,Ahmed-el-Mansy,4,YES,68,3564,0.012,Daytime,NO
2027-08-13 01:58,Pontoon,Ahmed-el-Mansy,1,YES,18,3392,0.025,Night,NO
2027-08-14 09:21,Swing,El Ferdan,5,YES,103,3390,0.029,Daytime,NO
2027-08-15 11:43,Pontoon,Ahmed-el-Mansy,2,YES,39,3360,0.014,Daytime,NO
2027-08-16 08:06,Pontoon,Ahmed-el-Mansy,0,NO,0,3207,0.0,Morning,NO
2027-08-17 13:14,Floating,Martyr-El-Sayed,4,YES,73,3074,0.014,Afternoon,NO
2027-08-18 06:46,Pontoon,Taha-Zaki-Abdullah,1,YES,20,2802,0.03,Daytime,NO
2027-08-19 21:21,Pontoon,Ahmed-el-Mansy,2,YES,33,3050,0.032,Night,NO
2027-08-20 19:25,Pontoon,Taha-Zaki-Abdullah,1,YES,24,3127,0.021,Rush Hour,NO
2027-08-21 16:31,Floating,Martyr-El-Sayed,1,YES,23,2926,0.021,Afternoon,NO
